Suburb,Council,Post Code,District,Latitude,Longitude,State
Ravenswood South,Mount Alexander Shire,3453,North Central District,-37.0761,144.1882,Victoria
Rawson,Baw Baw Shire,3825,West & South Gippsland District,-37.97,146.144,Victoria
Raymond Island,East Gippsland Shire,3880,East Gippsland District,-37.3456,148.5829,Victoria
Raywood,Loddon Shire,3570,Northern Country District,-36.4041,143.8296,Victoria
Raywood,Greater Bendigo City,3570,Northern Country District,-36.7228,144.4397,Victoria
Red Cliffs,Mildura Rural City,3496,Mallee District,-34.2,142.15,Victoria
Red Hill,Mornington Peninsula Shire,3937,Central District,-38.3327,144.9566,Victoria
Red Hill South,Mornington Peninsula Shire,3937,Central District,-38.3327,144.9566,Victoria
Red Lion,Central Goldfields Shire,3371,North Central District,-36.9789,143.7386,Victoria
Redan,Ballarat City,3350,Central District,-37.5662,143.8496,Victoria
Redbank,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
Redbank,Pyrenees Shire,3477,South West District,-37.3276,143.3647,Victoria
Redcastle,Greater Bendigo City,3523,Northern Country District,-36.7228,144.4397,Victoria
Redcastle,Campaspe Shire,3523,Northern Country District,-36.3234,144.7084,Victoria
Redesdale,Greater Bendigo City,3444,Northern Country District,-36.7228,144.4397,Victoria
Redesdale,Mount Alexander Shire,3444,North Central District,-37.0761,144.1882,Victoria
Reedy Creek,Mitchell Shire,3658,North Central District,-37.1754,144.98,Victoria
Reedy Dam,Buloke Shire,3395,Mallee District,-35.8464,143.05200000000002,Victoria
Reedy Flat,East Gippsland Shire,3895,East Gippsland District,-37.3456,148.5829,Victoria
Reedy Lake,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Reefton,Yarra Ranges Shire,3799,Central District,-37.7501,145.7371,Victoria
Research,Nillumbik Shire,3095,Central District,-37.6147,145.2171,Victoria
Reservoir,Darebin City,3073,Central District,-37.7667,145.05,Victoria
Rheola,Loddon Shire,3517,Northern Country District,-36.4041,143.8296,Victoria
Rhyll,Bass Coast Shire,3923,Central District,-38.4851,145.5639,Victoria
Rhymney,Ararat Rural City,3377,South West District,-37.2833,142.9333,Victoria
Riachella,Northern Grampians Shire,3385,Wimmera District,-36.8496,142.873,Victoria
Rich Avon,Buloke Shire,3480,Mallee District,-35.8464,143.05200000000002,Victoria
Rich Avon East,Northern Grampians Shire,3480,Wimmera District,-36.8496,142.873,Victoria
Rich Avon West,Northern Grampians Shire,3480,Wimmera District,-36.8496,142.873,Victoria
Richmond,Yarra City,3121,Central District,-37.8049,145.0034,Victoria
Richmond Plains,Buloke Shire,3518,Mallee District,-35.8464,143.05200000000002,Victoria
Richmond Plains,Loddon Shire,3518,Northern Country District,-36.4041,143.8296,Victoria
Riddells Creek,Macedon Ranges Shire,3431,Central District,-37.3334,144.6158,Victoria
Riggs Creek,Strathbogie Shire,3666,Northern Country District,-36.85,145.75,Victoria
Ringwood,Maroondah City,3134,Central District,-37.8029,145.266,Victoria
Ringwood East,Maroondah City,3135,Central District,-37.8029,145.266,Victoria
Ringwood North,Maroondah City,3134,Central District,-37.8029,145.266,Victoria
Ringwood North,Manningham City,3134,Central District,-37.7571,145.1805,Victoria
Ripplebrook,Baw Baw Shire,3818,West & South Gippsland District,-37.97,146.144,Victoria
Rippleside,Greater Geelong City,3215,Central District,-38.0518,144.4614,Victoria
Ripponlea,Port Phillip City,3185,Central District,-37.8587,144.9615,Victoria
Riverside,Horsham Rural City,3401,Wimmera District,-36.7167,142.2,Victoria
Riverslea,Wellington Shire,3860,West & South Gippsland District,-35.35,139.3833,Victoria
Robertsons Beach,Wellington Shire,3971,West & South Gippsland District,-35.35,139.3833,Victoria
Robinvale,Swan Hill Rural City,3549,Mallee District,-35.3378,143.5544,Victoria
Rochester,Campaspe Shire,3561,Northern Country District,-36.3234,144.7084,Victoria
Rochford,Macedon Ranges Shire,3442,Central District,-37.3334,144.6158,Victoria
Rockbank,Melton City,3335,Central District,-37.6833,144.5833,Victoria
Rocklands,Southern Grampians Shire,3401,South West District,-37.5299,142.0253,Victoria
Rocklyn,Hepburn Shire,3364,Central District,-37.3167,144.1333,Victoria
Rocky Point,Ararat Rural City,3377,South West District,-37.2833,142.9333,Victoria
Rokeby,Baw Baw Shire,3821,West & South Gippsland District,-37.97,146.144,Victoria
Rokewood,Golden Plains Shire,3330,Central District,-37.8523,143.8635,Victoria
Rokewood Junction,Golden Plains Shire,3351,Central District,-37.8523,143.8635,Victoria
Romsey,Macedon Ranges Shire,3434,Central District,-37.3334,144.6158,Victoria
Rosanna,Banyule City,3084,Central District,-37.7339,145.0858,Victoria
Rose River,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
Rosebery,Yarriambiack Shire (North Of Netting Fence),3395,Mallee District,-36.0262,142.4045,Victoria
Rosebrook,Moyne Shire,3285,South West District,-38.1879,142.4622,Victoria
Rosebud,Mornington Peninsula Shire,3939,Central District,-38.3327,144.9566,Victoria
Rosedale,Wellington Shire,3847,West & South Gippsland District,-35.35,139.3833,Victoria
Roses Gap,Northern Grampians Shire,3385,Wimmera District,-36.8496,142.873,Victoria
Rosewhite,Alpine Shire,3737,North East District,-36.8341,146.9794,Victoria
Roslynmead,Campaspe Shire,3564,Northern Country District,-36.3234,144.7084,Victoria
Ross Creek,Golden Plains Shire,3351,Central District,-37.8523,143.8635,Victoria
Rossbridge,Ararat Rural City,3377,South West District,-37.2833,142.9333,Victoria
Rostron,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
Rowsley,Moorabool Shire,3340,Central District,-38.0833,144.3,Victoria
Rowville,Knox City,3178,Central District,-37.8989,145.2692,Victoria
Roxburgh Park,Hume City,3064,Central District,-37.5972,144.8051,Victoria
Rubicon,Murrindindi Shire,3712,North Central District,-37.3667,145.5333,Victoria
Ruby,South Gippsland Shire,3953,West & South Gippsland District,-38.699,146.067,Victoria
Ruffy,Strathbogie Shire,3666,Northern Country District,-36.85,145.75,Victoria
Ruffy,Murrindindi Shire,3666,North Central District,-37.3667,145.5333,Victoria
Running Creek,Alpine Shire,3691,North East District,-36.8341,146.9794,Victoria
Runnymede,Campaspe Shire,3558,Northern Country District,-36.3234,144.7084,Victoria
Rupanyup,Yarriambiack Shire (South Of Netting Fence),3388,Wimmera District,-36.0262,142.4045,Victoria
Rupanyup,Northern Grampians Shire,3388,Wimmera District,-36.8496,142.873,Victoria
Rushworth,Campaspe Shire,3612,Northern Country District,-36.3234,144.7084,Victoria
Russells Bridge,Golden Plains Shire,3331,Central District,-37.8523,143.8635,Victoria
Rutherglen,Indigo Shire,3685,North East District,-36.2085,146.6863,Victoria
Ryanston,Bass Coast Shire,3992,Central District,-38.4851,145.5639,Victoria
Rye,Mornington Peninsula Shire,3941,Central District,-38.3327,144.9566,Victoria
Rythdale,Cardinia Shire,3810,Central District,-38.15,145.4167,Victoria
Safety Beach,Mornington Peninsula Shire,3936,Central District,-38.3327,144.9566,Victoria
Sailors Falls,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Sailors Gully,Greater Bendigo City,3556,Northern Country District,-36.7228,144.4397,Victoria
Sailors Hill,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Sale,Wellington Shire,3850,West & South Gippsland District,-35.35,139.3833,Victoria
Salisbury West,Loddon Shire,3517,Northern Country District,-36.4041,143.8296,Victoria
Samaria,Benalla Rural City,3673,North East District,-36.5904,146.0281,Victoria
San Remo,Bass Coast Shire,3925,Central District,-38.4851,145.5639,Victoria
Sandford,Glenelg Shire,3312,South West District,-37.8908,141.4424,Victoria
Sandhill Lake,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Sandhurst,Frankston City,3977,Central District,-38.1333,145.1167,Victoria
Sandon,Mount Alexander Shire,3462,North Central District,-37.0761,144.1882,Victoria
Sandringham,Bayside City,3191,Central District,-37.9399,145.0193,Victoria
Sandy Creek,Indigo Shire,3695,North East District,-36.2085,146.6863,Victoria
Sandy Point,South Gippsland Shire,3959,West & South Gippsland District,-38.699,146.067,Victoria
Sarsfield,East Gippsland Shire,3875,East Gippsland District,-37.3456,148.5829,Victoria
Sassafras,Yarra Ranges Shire,3787,Central District,-37.7501,145.7371,Victoria
Sassafras,Knox City,3787,Central District,-37.8989,145.2692,Victoria
Sawmill Settlement,Mansfield Shire,3723,North East District,-37.05,146.0833,Victoria
Scarsdale,Golden Plains Shire,3351,Central District,-37.8523,143.8635,Victoria
Scoresby,Knox City,3179,Central District,-37.8989,145.2692,Victoria
Scoresby,Knox City,3179,Central District,-37.8989,145.2692,Victoria
Scotchmans Lead,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Scotsburn,Moorabool Shire,3352,Central District,-38.0833,144.3,Victoria
Scotsburn,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Scotts Creek,Corangamite Shire,3267,South West District,-38.216,143.2354,Victoria
Sea Lake,Buloke Shire,3533,Mallee District,-35.8464,143.05200000000002,Victoria
Seabrook,Hobsons Bay City,3028,Central District,-37.8569,144.8335,Victoria
Seacombe,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
Seaford,Frankston City,3198,Central District,-38.1333,145.1167,Victoria
Seaholme,Hobsons Bay City,3018,Central District,-37.8569,144.8335,Victoria
Seaspray,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
Seaton,Wellington Shire,3858,West & South Gippsland District,-35.35,139.3833,Victoria
Seaview,Baw Baw Shire,3821,West & South Gippsland District,-37.97,146.144,Victoria
Sebastian,Loddon Shire,3556,Northern Country District,-36.4041,143.8296,Victoria
Sebastian,Greater Bendigo City,3556,Northern Country District,-36.7228,144.4397,Victoria
Sebastopol,Ballarat City,3356,Central District,-37.5662,143.8496,Victoria
Seddon,Maribyrnong City,3011,Central District,-37.7833,144.8833,Victoria
Sedgwick,Greater Bendigo City,3551,Northern Country District,-36.7228,144.4397,Victoria
Selby,Yarra Ranges Shire,3159,Central District,-37.7501,145.7371,Victoria
Separation Creek,Colac Otway Shire,3234,South West District,-38.4387,143.5967,Victoria
Serpentine,Loddon Shire,3517,Northern Country District,-36.4041,143.8296,Victoria
Serviceton,West Wimmera Shire,3420,Wimmera District,-36.5992,141.4004,Victoria
Seville,Yarra Ranges Shire,3139,Central District,-37.7501,145.7371,Victoria
Seville East,Yarra Ranges Shire,3139,Central District,-37.7501,145.7371,Victoria
Seymour,Mitchell Shire,3660,North Central District,-37.1754,144.98,Victoria
Shady Creek,Baw Baw Shire,3821,West & South Gippsland District,-37.97,146.144,Victoria
Shannonvale,East Gippsland Shire,3898,East Gippsland District,-37.3456,148.5829,Victoria
Shays Flat,Northern Grampians Shire,3377,Wimmera District,-36.8496,142.873,Victoria
Shays Flat,Pyrenees Shire,3377,South West District,-37.3276,143.3647,Victoria
She Oaks,Golden Plains Shire,3331,Central District,-37.8523,143.8635,Victoria
Sheans Creek,Strathbogie Shire,3666,Northern Country District,-36.85,145.75,Victoria
Sheep Hills,Yarriambiack Shire (South Of Netting Fence),3392,Wimmera District,-36.0262,142.4045,Victoria
Shelbourne,Loddon Shire,3515,Northern Country District,-36.4041,143.8296,Victoria
Shelbourne,Greater Bendigo City,3515,Northern Country District,-36.7228,144.4397,Victoria
Shelbourne,Mount Alexander Shire,3515,North Central District,-37.0761,144.1882,Victoria
Shelford,Golden Plains Shire,3329,Central District,-37.8523,143.8635,Victoria
Shelley,Towong Shire,3701,North East District,-36.3659,147.6272,Victoria
Shepherds Flat,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Shepparton,Greater Shepparton City,3630,Northern Country District,-36.4274,145.4152,Victoria
Shepparton East,Greater Shepparton City,3631,Northern Country District,-36.4274,145.4152,Victoria
Shepparton North,Greater Shepparton City,3631,Northern Country District,-36.4274,145.4152,Victoria
Sherbrooke,Yarra Ranges Shire,3789,Central District,-37.7501,145.7371,Victoria
Shoreham,Mornington Peninsula Shire,3916,Central District,-38.3327,144.9566,Victoria
Sidonia,Macedon Ranges Shire,3444,Central District,-37.3334,144.6158,Victoria
Silvan,Yarra Ranges Shire,3795,Central District,-37.7501,145.7371,Victoria
Silverleaves,Bass Coast Shire,3922,Central District,-38.4851,145.5639,Victoria
Simpson,Corangamite Shire,3266,South West District,-38.216,143.2354,Victoria
Simpson,Colac Otway Shire,3266,South West District,-38.4387,143.5967,Victoria
Simpsons Creek,East Gippsland Shire,3888,East Gippsland District,-37.3456,148.5829,Victoria
Simson,Central Goldfields Shire,3465,North Central District,-36.9789,143.7386,Victoria
Skenes Creek,Colac Otway Shire,3233,South West District,-38.4387,143.5967,Victoria
Skenes Creek North,Colac Otway Shire,3233,South West District,-38.4387,143.5967,Victoria
Skibo,Corangamite Shire,3260,South West District,-38.216,143.2354,Victoria
Skinners Flat,Loddon Shire,3518,Northern Country District,-36.4041,143.8296,Victoria
Skipton,Pyrenees Shire,3361,South West District,-37.3276,143.3647,Victoria
Skipton,Corangamite Shire,3361,South West District,-38.216,143.2354,Victoria
Skye,Frankston City,3977,Central District,-38.1333,145.1167,Victoria
Slaty Creek,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
Smeaton,Hepburn Shire,3364,Central District,-37.3167,144.1333,Victoria
Smiths Beach,Bass Coast Shire,3922,Central District,-38.4851,145.5639,Victoria
Smiths Gully,Nillumbik Shire,3760,Central District,-37.6147,145.2171,Victoria
Smokeytown,Hepburn Shire,3364,Central District,-37.3167,144.1333,Victoria
Smoko,Alpine Shire,3741,North East District,-36.8341,146.9794,Victoria
Smythes Creek,Golden Plains Shire,3351,Central District,-37.8523,143.8635,Victoria
Smythes Creek,Ballarat City,3351,Central District,-37.5662,143.8496,Victoria
Smythesdale,Golden Plains Shire,3351,Central District,-37.8523,143.8635,Victoria
Smythesdale,Pyrenees Shire,3351,South West District,-37.3276,143.3647,Victoria
Snake Valley,Pyrenees Shire,3351,South West District,-37.3276,143.3647,Victoria
Soldiers Hill,Ballarat City,3350,Central District,-37.5662,143.8496,Victoria
Somers,Mornington Peninsula Shire,3927,Central District,-38.3327,144.9566,Victoria
Somerton,Hume City,3062,Central District,-37.5972,144.8051,Victoria
Somerville,Mornington Peninsula Shire,3912,Central District,-38.3327,144.9566,Victoria
Sorrento,Mornington Peninsula Shire,3943,Central District,-38.3327,144.9566,Victoria
South Dudley,Bass Coast Shire,3995,Central District,-38.4851,145.5639,Victoria
South Geelong,Greater Geelong City,3220,Central District,-38.0518,144.4614,Victoria
South Kingsville,Hobsons Bay City,3015,Central District,-37.8569,144.8335,Victoria
South Melbourne,Port Phillip City,3205,Central District,-37.8587,144.9615,Victoria
South Morang,Whittlesea City,3752,Central District,-37.5167,145.1167,Victoria
South Purrumbete,Corangamite Shire,3260,South West District,-38.216,143.2354,Victoria
South Wharf,Melbourne City,3006,Central District,-37.814,144.9633,Victoria
South Yarra,Melbourne City,3141,Central District,-37.814,144.9633,Victoria
South Yarra,Stonnington City,3141,Central District,-37.8613,145.0378,Victoria
Southbank,Port Phillip City,3006,Central District,-37.8587,144.9615,Victoria
Southbank,Melbourne City,3006,Central District,-37.814,144.9633,Victoria
Southern Cross,Moyne Shire,3283,South West District,-38.1879,142.4622,Victoria
Spargo Creek,Moorabool Shire,3461,Central District,-38.0833,144.3,Victoria
Speed,Yarriambiack Shire (North Of Netting Fence),3488,Mallee District,-36.0262,142.4045,Victoria
Speewa,Swan Hill Rural City,3585,Mallee District,-35.3378,143.5544,Victoria
Spotswood,Hobsons Bay City,3015,Central District,-37.8569,144.8335,Victoria
Spring Gully,Greater Bendigo City,3550,Northern Country District,-36.7228,144.4397,Victoria
Spring Hill,Macedon Ranges Shire,3444,Central District,-37.3334,144.6158,Victoria
Spring Hill,Hepburn Shire,3444,Central District,-37.3167,144.1333,Victoria
Springbank,Moorabool Shire,3352,Central District,-38.0833,144.3,Victoria
Springdallah,Golden Plains Shire,3351,Central District,-37.8523,143.8635,Victoria
Springfield,Buloke Shire,3544,Mallee District,-35.8464,143.05200000000002,Victoria
Springfield,Macedon Ranges Shire,3434,Central District,-37.3334,144.6158,Victoria
Springhurst,Wangaratta Rural City,3682,North East District,-36.3667,146.3333,Victoria
Springmount,Hepburn Shire,3364,Central District,-37.3167,144.1333,Victoria
Springvale,Greater Dandenong City,3171,Central District,-38.0011,145.1907,Victoria
Springvale South,Greater Dandenong City,3172,Central District,-38.0011,145.1907,Victoria
St Albans,Brimbank City,3021,Central District,-37.7429,144.8164,Victoria
St Albans Park,Greater Geelong City,3219,Central District,-38.0518,144.4614,Victoria
St Andrews,Nillumbik Shire,3761,Central District,-37.6147,145.2171,Victoria
St Andrews Beach,Mornington Peninsula Shire,3941,Central District,-38.3327,144.9566,Victoria
St Arnaud,Northern Grampians Shire,3478,Wimmera District,-36.8496,142.873,Victoria
St Arnaud East,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
St Arnaud North,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
St Clair,Bass Coast Shire,3995,Central District,-38.4851,145.5639,Victoria
St Germains,Greater Shepparton City,3620,Northern Country District,-36.4274,145.4152,Victoria
St Helena,Banyule City,3088,Central District,-37.7339,145.0858,Victoria
St Helens,Moyne Shire,3285,South West District,-38.1879,142.4622,Victoria
St Helens Plains,Horsham Rural City,3401,Wimmera District,-36.7167,142.2,Victoria
St James,Moira Shire,3727,Northern Country District,-36.0506,145.5381,Victoria
St Kilda,Port Phillip City,3182,Central District,-37.8587,144.9615,Victoria
St Kilda East,Glen Eira City,3183,Central District,-37.8995,145.041,Victoria
St Kilda East,Port Phillip City,3183,Central District,-37.8587,144.9615,Victoria
St Kilda West,Port Phillip City,3182,Central District,-37.8587,144.9615,Victoria
St Leonards,Greater Geelong City,3223,Central District,-38.0518,144.4614,Victoria
Staceys Bridge,Wellington Shire,3971,West & South Gippsland District,-35.35,139.3833,Victoria
Staffordshire Reef,Golden Plains Shire,3351,Central District,-37.8523,143.8635,Victoria
Staghorn Flat,Wodonga City,3691,North East District,-36.1167,146.8833,Victoria
Staghorn Flat,Indigo Shire,3691,North East District,-36.2085,146.6863,Victoria
Stanhope,Campaspe Shire,3623,Northern Country District,-36.3234,144.7084,Victoria
Stanhope South,Greater Shepparton City,3623,Northern Country District,-36.4274,145.4152,Victoria
Stanley,Indigo Shire,3747,North East District,-36.2085,146.6863,Victoria
Staughton Vale,Greater Geelong City,3340,Central District,-38.0518,144.4614,Victoria
Stavely,Ararat Rural City,3379,South West District,-37.2833,142.9333,Victoria
Stawell,Northern Grampians Shire,3380,Wimmera District,-36.8496,142.873,Victoria
Steels Creek,Yarra Ranges Shire,3775,Central District,-37.7501,145.7371,Victoria
Steiglitz,Golden Plains Shire,3331,Central District,-37.8523,143.8635,Victoria
Stewarton,Benalla Rural City,3725,North East District,-36.5904,146.0281,Victoria
Stewarton,Greater Shepparton City,3725,Northern Country District,-36.4274,145.4152,Victoria
Stockdale,Wellington Shire,3862,West & South Gippsland District,-35.35,139.3833,Victoria
Stockyard Hill,Pyrenees Shire,3373,South West District,-37.3276,143.3647,Victoria
Stonehaven,Golden Plains Shire,3218,Central District,-37.8523,143.8635,Victoria
Stoneleigh,Ararat Rural City,3373,South West District,-37.2833,142.9333,Victoria
Stoneleigh,Pyrenees Shire,3373,South West District,-37.3276,143.3647,Victoria
Stony Creek,South Gippsland Shire,3957,West & South Gippsland District,-38.699,146.067,Victoria
Stony Creek,Central Goldfields Shire,3371,North Central District,-36.9789,143.7386,Victoria
Stonyford,Colac Otway Shire,3260,South West District,-38.4387,143.5967,Victoria
Stonyford,Corangamite Shire,3260,South West District,-38.216,143.2354,Victoria
Stradbroke,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
Strangways,Mount Alexander Shire,3461,North Central District,-37.0761,144.1882,Victoria
Strangways,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Straten,Buloke Shire,3533,Mallee District,-35.8464,143.05200000000002,Victoria
Stratford,Wellington Shire,3862,West & South Gippsland District,-35.35,139.3833,Victoria
Strath Creek,Murrindindi Shire,3658,North Central District,-37.3667,145.5333,Victoria
Strathallan,Campaspe Shire,3622,Northern Country District,-36.3234,144.7084,Victoria
Strathbogie,Strathbogie Shire,3666,Northern Country District,-36.85,145.75,Victoria
Strathdale,Greater Bendigo City,3550,Northern Country District,-36.7228,144.4397,Victoria
Strathdownie,Glenelg Shire,3312,South West District,-37.8908,141.4424,Victoria
Strathewen,Nillumbik Shire,3099,Central District,-37.6147,145.2171,Victoria
Strathfieldsaye,Greater Bendigo City,3551,Northern Country District,-36.7228,144.4397,Victoria
Strathkellar,Southern Grampians Shire,3301,South West District,-37.5299,142.0253,Victoria
Strathlea,Central Goldfields Shire,3364,North Central District,-36.9789,143.7386,Victoria
Strathlea,Mount Alexander Shire,3364,North Central District,-37.0761,144.1882,Victoria
Strathmerton,Moira Shire,3641,Northern Country District,-36.0506,145.5381,Victoria
Strathmore,Moonee Valley City,3041,Central District,-37.7494,144.8933,Victoria
Strathmore Heights,Moonee Valley City,3041,Central District,-37.7494,144.8933,Victoria
Strathtulloh,Melton City,3338,Central District,-37.6833,144.5833,Victoria
Streatham,Ararat Rural City,3351,South West District,-37.2833,142.9333,Victoria
Streatham,Pyrenees Shire,3351,South West District,-37.3276,143.3647,Victoria
Strzelecki,South Gippsland Shire,3950,West & South Gippsland District,-38.699,146.067,Victoria
Strzelecki,Baw Baw Shire,3950,West & South Gippsland District,-37.97,146.144,Victoria
Stuart Mill,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
Sugarloaf,Colac Otway Shire,3234,South West District,-38.4387,143.5967,Victoria
Sugarloaf Creek,Mitchell Shire,3658,North Central District,-37.1754,144.98,Victoria
Suggan Buggan,East Gippsland Shire,3885,East Gippsland District,-37.3456,148.5829,Victoria
Sulky,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Sulky,Hepburn Shire,3352,Central District,-37.3167,144.1333,Victoria
Sunbury,Hume City,3429,Central District,-37.5972,144.8051,Victoria
Sunday Creek,Mitchell Shire,3658,North Central District,-37.1754,144.98,Victoria
Sunderland Bay,Bass Coast Shire,3922,Central District,-38.4851,145.5639,Victoria
Sunset Strip,Bass Coast Shire,3922,Central District,-38.4851,145.5639,Victoria
Sunshine,Brimbank City,3020,Central District,-37.7429,144.8164,Victoria
Sunshine North,Brimbank City,3020,Central District,-37.7429,144.8164,Victoria
Sunshine West,Brimbank City,3020,Central District,-37.7429,144.8164,Victoria
Surf Beach,Bass Coast Shire,3922,Central District,-38.4851,145.5639,Victoria
Surrey Hills,Boroondara City,3127,Central District,-37.8264,145.053,Victoria
Surrey Hills,Boroondara City,3127,Central District,-37.8264,145.053,Victoria
Surrey Hills,Whitehorse City,3127,Central District,-37.8287,145.1543,Victoria
Surrey Hills,Whitehorse City,3127,Central District,-37.8287,145.1543,Victoria
Sutherland,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
Sutherlands Creek,Golden Plains Shire,3331,Central District,-37.8523,143.8635,Victoria
Sutton,Buloke Shire,3530,Mallee District,-35.8464,143.05200000000002,Victoria
Sutton Grange,Mount Alexander Shire,3448,North Central District,-37.0761,144.1882,Victoria
Swan Bay,Greater Geelong City,3225,Central District,-38.0518,144.4614,Victoria
Swan Hill,Swan Hill Rural City,3585,Mallee District,-35.3378,143.5544,Victoria
Swan Hill West,Swan Hill Rural City,3585,Mallee District,-35.3378,143.5544,Victoria
Swan Marsh,Colac Otway Shire,3249,South West District,-38.4387,143.5967,Victoria
Swan Reach,East Gippsland Shire,3903,East Gippsland District,-37.3456,148.5829,Victoria
Swanpool,Benalla Rural City,3673,North East District,-36.5904,146.0281,Victoria
Swanwater,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
Swanwater West,Northern Grampians Shire,3480,Wimmera District,-36.8496,142.873,Victoria
Swifts Creek,East Gippsland Shire,3896,East Gippsland District,-37.3456,148.5829,Victoria
Sydenham,Brimbank City,3037,Central District,-37.7429,144.8164,Victoria
Sylvaterre,Loddon Shire,3575,Northern Country District,-36.4041,143.8296,Victoria
Tabilk,Strathbogie Shire,3607,Northern Country District,-36.85,145.75,Victoria
Tabor,Southern Grampians Shire,3289,South West District,-37.5299,142.0253,Victoria
Taggerty,Murrindindi Shire,3714,North Central District,-37.3667,145.5333,Victoria
Tahara,Southern Grampians Shire,3301,South West District,-37.5299,142.0253,Victoria
Tahara,Glenelg Shire,3301,South West District,-37.8908,141.4424,Victoria
Tahara Bridge,Glenelg Shire,3315,South West District,-37.8908,141.4424,Victoria
Tahara West,Glenelg Shire,3310,South West District,-37.8908,141.4424,Victoria
Talbot,Central Goldfields Shire,3371,North Central District,-36.9789,143.7386,Victoria
Talgarno,Towong Shire,3691,North East District,-36.3659,147.6272,Victoria
Tallandoon,Towong Shire,3701,North East District,-36.3659,147.6272,Victoria
Tallangatta,Towong Shire,3700,North East District,-36.3659,147.6272,Victoria
Tallangatta East,Towong Shire,3700,North East District,-36.3659,147.6272,Victoria
Tallangatta South,Towong Shire,3701,North East District,-36.3659,147.6272,Victoria
Tallangatta Valley,Towong Shire,3701,North East District,-36.3659,147.6272,Victoria
Tallarook,Mitchell Shire,3659,North Central District,-37.1754,144.98,Victoria
Tallygaroopna,Greater Shepparton City,3634,Northern Country District,-36.4274,145.4152,Victoria
Tambo Crossing,East Gippsland Shire,3893,East Gippsland District,-37.3456,148.5829,Victoria
Tambo Upper,East Gippsland Shire,3885,East Gippsland District,-37.3456,148.5829,Victoria
Tamboon,East Gippsland Shire,3890,East Gippsland District,-37.3456,148.5829,Victoria
Taminick,Benalla Rural City,3675,North East District,-36.5904,146.0281,Victoria
Tamleugh,Strathbogie Shire,3669,Northern Country District,-36.85,145.75,Victoria
Tamleugh North,Greater Shepparton City,3669,Northern Country District,-36.4274,145.4152,Victoria
Tandarook,Corangamite Shire,3260,South West District,-38.216,143.2354,Victoria
Tandarra,Loddon Shire,3571,Northern Country District,-36.4041,143.8296,Victoria
Tangambalanga,Indigo Shire,3691,North East District,-36.2085,146.6863,Victoria
Tanjil Bren,Baw Baw Shire,3833,West & South Gippsland District,-37.97,146.144,Victoria
Tanjil South,Baw Baw Shire,3825,West & South Gippsland District,-37.97,146.144,Victoria
Tanjil South,Latrobe City,3825,West & South Gippsland District,-38.2538,146.4612,Victoria
Tantaraboo,Macedon Ranges Shire,3764,Central District,-37.3334,144.6158,Victoria
Tanwood,Pyrenees Shire,3478,South West District,-37.3276,143.3647,Victoria
Tanybryn,Colac Otway Shire,3249,South West District,-38.4387,143.5967,Victoria
Taradale,Hepburn Shire,3447,Central District,-37.3167,144.1333,Victoria
Taradale,Mount Alexander Shire,3447,North Central District,-37.0761,144.1882,Victoria
Tarcombe,Strathbogie Shire,3666,Northern Country District,-36.85,145.75,Victoria
Tarcombe,Mitchell Shire,3666,North Central District,-37.1754,144.98,Victoria
Tarilta,Mount Alexander Shire,3451,North Central District,-37.0761,144.1882,Victoria
Tarilta,Hepburn Shire,3451,Central District,-37.3167,144.1333,Victoria
Tarnagulla,Loddon Shire,3551,Northern Country District,-36.4041,143.8296,Victoria
Tarneit,Wyndham City,3029,Central District,-37.8928,144.6357,Victoria
Tarnook,Benalla Rural City,3670,North East District,-36.5904,146.0281,Victoria
Taroon,Moyne Shire,3265,South West District,-38.1879,142.4622,Victoria
Taroon,Corangamite Shire,3265,South West District,-38.216,143.2354,Victoria
Tarra Valley,Wellington Shire,3971,West & South Gippsland District,-35.35,139.3833,Victoria
Tarranyurk,Hindmarsh Shire,3414,Wimmera District,-36.0329,141.7328,Victoria
Tarraville,Wellington Shire,3971,West & South Gippsland District,-35.35,139.3833,Victoria
